0.000000000000000000e+00 2.032827114110816513e+00
1.001001001001000992e-02 2.254905053956138161e+00
2.002002002002001985e-02 2.101233336861393131e+00
3.003003003003002977e-02 1.949491673777887124e+00
4.004004004004003969e-02 2.179094646741908559e+00
5.005005005005004615e-02 1.977827867136478845e+00
6.006006006006005954e-02 1.941962229699342846e+00
7.007007007007007293e-02 1.887968602349222369e+00
8.008008008008007939e-02 1.879282027933557364e+00
9.009009009009008584e-02 1.928162571786859347e+00
1.001001001001000923e-01 1.906102393167180553e+00
1.101101101101101126e-01 1.854659776656285564e+00
1.201201201201201191e-01 1.894848811979828573e+00
1.301301301301301394e-01 1.849997320560501146e+00
1.401401401401401459e-01 1.770499995703361584e+00
1.501501501501501523e-01 1.993462459659886665e+00
1.601601601601601588e-01 1.965832561770224141e+00
1.701701701701701652e-01 1.902180002471081766e+00
1.801801801801801717e-01 1.785204403341493551e+00
1.901901901901901781e-01 1.741011405041796856e+00
2.002002002002001846e-01 1.931317186684004206e+00
2.102102102102102188e-01 1.640345418784036058e+00
2.202202202202202252e-01 1.662812104244978162e+00
2.302302302302302317e-01 1.657184846748369855e+00
2.402402402402402382e-01 1.834891179507069037e+00
2.502502502502502724e-01 1.606430100445415121e+00
2.602602602602602788e-01 1.818649653667601562e+00
2.702702702702702853e-01 1.628419079386330903e+00
2.802802802802802917e-01 1.575638435507933144e+00
2.902902902902902982e-01 1.621069627908676924e+00
3.003003003003003046e-01 1.611878727770810871e+00
3.103103103103103111e-01 1.505740629434131117e+00
3.203203203203203175e-01 1.544939369048196065e+00
3.303303303303303240e-01 1.509803500180317615e+00
3.403403403403403304e-01 1.460678566168339909e+00
3.503503503503503369e-01 1.607686218717653936e+00
3.603603603603603434e-01 1.554363555922879003e+00
3.703703703703703498e-01 1.519600206566671385e+00
3.803803803803803563e-01 1.474397545989896141e+00
3.903903903903903627e-01 1.536731790978396628e+00
4.004004004004003692e-01 1.617097133921202801e+00
4.104104104104104311e-01 1.412484555539140318e+00
4.204204204204204376e-01 1.402246171766848848e+00
4.304304304304304440e-01 1.364887212391694193e+00
4.404404404404404505e-01 1.421991281430593279e+00
